fname,label
6fb806a0.wav,Trumpet Oboe Saxophone 
6fc92d7e.wav,Double_bass Cello Saxophone 
6fd2db58.wav,Fart Tearing Electric_piano 
6fd7586b.wav,Bass_drum Electric_piano Gong 
6fe1b618.wav,Cello Clarinet Saxophone 
6fe61dd6.wav,Laughter Cough Acoustic_guitar 
6fee5084.wav,Clarinet Acoustic_guitar Flute 
6feea4a9.wav,Acoustic_guitar Microwave_oven Gong 
6ff839b6.wav,Acoustic_guitar Gong Cello 
6ffaaf83.wav,Clarinet Saxophone Chime 
6ffed77f.wav,Cello Acoustic_guitar Double_bass 
70092d7c.wav,Violin_or_fiddle Harmonica Clarinet 
700aa29c.wav,Double_bass Cello Gong 
702b9700.wav,Flute Clarinet Saxophone 
7039d595.wav,Scissors Shatter Writing 
7044dd7e.wav,Hi-hat Gong Gunshot_or_gunfire 
704b6468.wav,Writing Fireworks Squeak 
70504fbc.wav,Acoustic_guitar Gong Snare_drum 
7052d283.wav,Gong Squeak Telephone 
706a2d68.wav,Microwave_oven Drawer_open_or_close Squeak 
70713a52.wav,Knock Violin_or_fiddle Bass_drum 
70755900.wav,Clarinet Flute Oboe 
707fa3cf.wav,Violin_or_fiddle Saxophone Trumpet 
7080435f.wav,Scissors Keys_jangling Tearing 
7081a018.wav,Cough Gunshot_or_gunfire Fart 
70836b66.wav,Violin_or_fiddle Cowbell Trumpet 
70885a3b.wav,Harmonica Meow Squeak 
7089fa20.wav,Flute Saxophone Clarinet 
708b5748.wav,Bass_drum Snare_drum Electric_piano 
7096ba91.wav,Fart Bass_drum Tearing 
709b7d67.wav,Acoustic_guitar Squeak Gong 
709e2fde.wav,Hi-hat Gong Cowbell 
70aa12d6.wav,Gong Double_bass Cello 
70afb5f8.wav,Computer_keyboard Tearing Scissors 
70b41bce.wav,Clarinet Saxophone Flute 
70b64b2b.wav,Scissors Computer_keyboard Shatter 
70b64fdc.wav,Acoustic_guitar Snare_drum Gong 
70b7505d.wav,Knock Trumpet Violin_or_fiddle 
70bbc447.wav,Bass_drum Fart Electric_piano 
70c5619f.wav,Bass_drum Gong Electric_piano 
70cdfeb4.wav,Cello Violin_or_fiddle Double_bass 
70d0828f.wav,Bass_drum Electric_piano Snare_drum 
70d1af40.wav,Violin_or_fiddle Trumpet Oboe 
70d8d485.wav,Finger_snapping Scissors Writing 
70e328b3.wav,Chime Acoustic_guitar Snare_drum 
70e4b64e.wav,Applause Scissors Writing 
70ebcbbb.wav,Glockenspiel Electric_piano Gong 
70ec9057.wav,Glockenspiel Clarinet Electric_piano 
70efab27.wav,Trumpet Harmonica Saxophone 
70fa0b6e.wav,Clarinet Flute Violin_or_fiddle 
70fea9e8.wav,Oboe Saxophone Flute 
710078e4.wav,Bass_drum Snare_drum Electric_piano 
71055509.wav,Burping_or_eructation Squeak Fart 
7107a42a.wav,Hi-hat Gunshot_or_gunfire Tambourine 
7108f2f0.wav,Oboe Trumpet Saxophone 
71107f1c.wav,Glockenspiel Acoustic_guitar Gong 
7119bec6.wav,Bass_drum Tambourine Snare_drum 
71210521.wav,Bass_drum Knock Snare_drum 
712b7a9d.wav,Hi-hat Cowbell Gong 
712ffdfb.wav,Oboe Saxophone Clarinet 
7132bfb1.wav,Trumpet Harmonica Oboe 
713bce22.wav,Bass_drum Electric_piano Gong 
71441b4c.wav,Gong Hi-hat Electric_piano 
714efc78.wav,Bark Flute Violin_or_fiddle 
7152f6a3.wav,Clarinet Flute Saxophone 
715905f4.wav,Bark Laughter Cough 
715c2a4d.wav,Bass_drum Electric_piano Gong 
715db382.wav,Snare_drum Microwave_oven Gunshot_or_gunfire 
71652ecd.wav,Flute Clarinet Saxophone 
71674cef.wav,Clarinet Flute Saxophone 
7169a518.wav,Saxophone Clarinet Harmonica 
716a65a7.wav,Hi-hat Gunshot_or_gunfire Tambourine 
716d9164.wav,Violin_or_fiddle Harmonica Clarinet 
716e5db8.wav,Acoustic_guitar Cello Saxophone 
7175565a.wav,Clarinet Flute Acoustic_guitar 
71893c70.wav,Trumpet Oboe Saxophone 
71991dc2.wav,Writing Gunshot_or_gunfire Laughter 
719a68f7.wav,Computer_keyboard Scissors Applause 
71a6647f.wav,Clarinet Saxophone Acoustic_guitar 
71aee726.wav,Clarinet Violin_or_fiddle Flute 
71b42fe8.wav,Microwave_oven Clarinet Flute 
71b7d476.wav,Trumpet Oboe Harmonica 
71b89aea.wav,Bass_drum Knock Fireworks 
71c33981.wav,Trumpet Oboe Saxophone 
71c3d2a6.wav,Knock Trumpet Drawer_open_or_close 
71c7d668.wav,Acoustic_guitar Electric_piano Gong 
71edf903.wav,Acoustic_guitar Violin_or_fiddle Gong 
7200dcc1.wav,Cello Double_bass Acoustic_guitar 
7203e758.wav,Violin_or_fiddle Saxophone Clarinet 
7205ce38.wav,Writing Shatter Hi-hat 
720b6ddf.wav,Fart Tearing Bass_drum 
7213c5fe.wav,Hi-hat Gunshot_or_gunfire Snare_drum 
72296a99.wav,Scissors Writing Tearing 
7238f28a.wav,Hi-hat Gong Gunshot_or_gunfire 
723fc243.wav,Bass_drum Electric_piano Gong 
72418c07.wav,Trumpet Oboe Saxophone 
72452d02.wav,Fart Squeak Tearing 
724ef32a.wav,Bass_drum Snare_drum Tambourine 
7251fb2f.wav,Double_bass Cello Gong 
725785f6.wav,Clarinet Oboe Microwave_oven 
726d8a86.wav,Acoustic_guitar Snare_drum Squeak 
7276c022.wav,Laughter Cough Squeak 
72770940.wav,Flute Saxophone Clarinet 
727cd035.wav,Bass_drum Gong Electric_piano 
727eda87.wav,Saxophone Clarinet Cello 
72828b0d.wav,Violin_or_fiddle Saxophone Flute 
728c27f1.wav,Saxophone Clarinet Violin_or_fiddle 
72946d8c.wav,Flute Clarinet Violin_or_fiddle 
72962513.wav,Bass_drum Knock Writing 
729d69a5.wav,Squeak Telephone Microwave_oven 
729e0b1c.wav,Scissors Computer_keyboard Keys_jangling 
72aab4cd.wav,Gong Acoustic_guitar Violin_or_fiddle 
72abe5b6.wav,Flute Oboe Clarinet 
72acaecd.wav,Acoustic_guitar Glockenspiel Electric_piano 
72af769d.wav,Acoustic_guitar Saxophone Clarinet 
72c39847.wav,Meow Saxophone Trumpet 
72d67800.wav,Meow Squeak Flute 
72db35af.wav,Hi-hat Gong Gunshot_or_gunfire 
72dde3f7.wav,Squeak Writing Shatter 
72e235ed.wav,Saxophone Clarinet Oboe 
72fbaa43.wav,Bark Flute Double_bass 
72fc59f0.wav,Bass_drum Electric_piano Gong 
7300228e.wav,Hi-hat Violin_or_fiddle Glockenspiel 
73022d82.wav,Writing Tearing Fireworks 
7303872b.wav,Gong Electric_piano Saxophone 
73050965.wav,Clarinet Flute Saxophone 
730a40e8.wav,Fart Tearing Squeak 
7312dadc.wav,Gong Hi-hat Snare_drum 
73135c91.wav,Acoustic_guitar Glockenspiel Electric_piano 
73160b93.wav,Squeak Harmonica Fireworks 
7324bf5e.wav,Trumpet Oboe Harmonica 
73296c32.wav,Violin_or_fiddle Gong Flute 
732a8dcb.wav,Oboe Trumpet Bark 
7335d355.wav,Knock Bass_drum Double_bass 
7336a65e.wav,Writing Squeak Tearing 
733ba2c0.wav,Double_bass Bass_drum Gong 
73414bd0.wav,Tambourine Chime Keys_jangling 
7344a7db.wav,Keys_jangling Chime Tambourine 
73452b46.wav,Clarinet Flute Saxophone 
7349913c.wav,Gunshot_or_gunfire Snare_drum Bass_drum 
734a31b1.wav,Violin_or_fiddle Microwave_oven Clarinet 
734d609a.wav,Clarinet Flute Violin_or_fiddle 
7358244d.wav,Applause Fireworks Shatter 
73636ebc.wav,Hi-hat Tambourine Gunshot_or_gunfire 
73659ab1.wav,Bass_drum Electric_piano Fart 
736dfa08.wav,Violin_or_fiddle Cello Gong 
736e134a.wav,Bass_drum Snare_drum Electric_piano 
7382c48c.wav,Gong Gunshot_or_gunfire Fart 
738378d4.wav,Fireworks Bus Writing 
7387f3a9.wav,Double_bass Cello Acoustic_guitar 
738ae2b1.wav,Flute Saxophone Clarinet 
739340b6.wav,Telephone Flute Meow 
7395328f.wav,Bass_drum Snare_drum Gunshot_or_gunfire 
73a62768.wav,Flute Clarinet Saxophone 
73b39cea.wav,Finger_snapping Scissors Snare_drum 
73bae886.wav,Violin_or_fiddle Cowbell Gong 
73c9168b.wav,Cello Double_bass Acoustic_guitar 
73d34845.wav,Hi-hat Gong Gunshot_or_gunfire 
73e1c3e6.wav,Bass_drum Snare_drum Tambourine 
73e543a8.wav,Laughter Squeak Telephone 
73faa933.wav,Bass_drum Snare_drum Knock 
73fdb5f6.wav,Shatter Tearing Finger_snapping 
73ff824e.wav,Clarinet Flute Saxophone 
7411af58.wav,Snare_drum Hi-hat Writing 
74131837.wav,Double_bass Acoustic_guitar Cello 
7413e4b8.wav,Clarinet Saxophone Flute 
7418f241.wav,Double_bass Cello Bass_drum 
741fba2b.wav,Snare_drum Gunshot_or_gunfire Microwave_oven 
7424a9b3.wav,Tambourine Hi-hat Shatter 
7427ecfa.wav,Applause Fireworks Telephone 
742b9f13.wav,Cello Violin_or_fiddle Saxophone 
742da83e.wav,Bass_drum Electric_piano Snare_drum 
743ab59b.wav,Scissors Keys_jangling Writing 
743f18c1.wav,Acoustic_guitar Gong Cello 
74491a13.wav,Hi-hat Gong Gunshot_or_gunfire 
745eb153.wav,Bass_drum Knock Gong 
746189e3.wav,Acoustic_guitar Snare_drum Gunshot_or_gunfire 
74713926.wav,Clarinet Flute Violin_or_fiddle 
747203e4.wav,Hi-hat Tambourine Gunshot_or_gunfire 
74746d8f.wav,Flute Saxophone Clarinet 
74751216.wav,Applause Squeak Computer_keyboard 
747d172e.wav,Bass_drum Electric_piano Gong 
747f6e79.wav,Acoustic_guitar Knock Tambourine 
74867051.wav,Cough Squeak Drawer_open_or_close 
7490c62b.wav,Clarinet Saxophone Flute 
74952b32.wav,Cello Violin_or_fiddle Saxophone 
74965da6.wav,Gong Cello Acoustic_guitar 
7496e5e7.wav,Violin_or_fiddle Oboe Trumpet 
749ba4e6.wav,Hi-hat Gong Gunshot_or_gunfire 
749ffe31.wav,Double_bass Cello Gong 
74a1104d.wav,Bass_drum Snare_drum Knock 
74a55007.wav,Hi-hat Shatter Chime 
74a8f4b2.wav,Shatter Trumpet Scissors 
74a92d39.wav,Double_bass Bass_drum Gong 
74b03705.wav,Clarinet Saxophone Flute 
74c56785.wav,Bass_drum Knock Gong 
74c62cb9.wav,Flute Clarinet Saxophone 
74d6c248.wav,Scissors Tambourine Keys_jangling 
74db1a90.wav,Acoustic_guitar Double_bass Cello 
74e36fc7.wav,Flute Clarinet Violin_or_fiddle 
74e5944f.wav,Flute Cello Violin_or_fiddle 
74ebbfd1.wav,Harmonica Violin_or_fiddle Trumpet 
74eed8a1.wav,Chime Applause Squeak 
74f1604d.wav,Hi-hat Gunshot_or_gunfire Tambourine 
74f9f0b4.wav,Applause Fireworks Tearing 
74feee4f.wav,Cello Violin_or_fiddle Saxophone 
7503e397.wav,Bass_drum Snare_drum Gunshot_or_gunfire 
750a538a.wav,Bass_drum Knock Computer_keyboard 
750c5118.wav,Cello Double_bass Gong 
75149812.wav,Acoustic_guitar Clarinet Saxophone 
751a5a36.wav,Chime Fart Telephone 
751d95d3.wav,Fireworks Writing Applause 
7520b84f.wav,Fireworks Snare_drum Drawer_open_or_close 
75295e01.wav,Acoustic_guitar Snare_drum Telephone 
752adae1.wav,Bass_drum Electric_piano Snare_drum 
75306f5f.wav,Hi-hat Shatter Fireworks 
7535238d.wav,Clarinet Saxophone Acoustic_guitar 
7536f09f.wav,Tearing Fart Scissors 
753937a1.wav,Hi-hat Cowbell Snare_drum 
7547651b.wav,Oboe Clarinet Saxophone 
7548bcaf.wav,Saxophone Clarinet Violin_or_fiddle 
75491024.wav,Bass_drum Electric_piano Gong 
754f612b.wav,Squeak Writing Tearing 
757a6a10.wav,Violin_or_fiddle Cello Saxophone 
7583bea1.wav,Flute Cello Violin_or_fiddle 
758a8ae9.wav,Acoustic_guitar Laughter Snare_drum 
758e02bd.wav,Double_bass Cello Gong 
758fdd55.wav,Laughter Squeak Flute 
75962078.wav,Drawer_open_or_close Squeak Fireworks 
75b3d806.wav,Acoustic_guitar Clarinet Telephone 
75bb9b06.wav,Squeak Drawer_open_or_close Cough 
75bbb109.wav,Telephone Flute Electric_piano 
75c38d6a.wav,Flute Saxophone Clarinet 
75c43c78.wav,Applause Computer_keyboard Scissors 
75ce3b44.wav,Flute Clarinet Oboe 
75d14716.wav,Drawer_open_or_close Squeak Fireworks 
75d1d7bb.wav,Applause Computer_keyboard Fireworks 
75e35e02.wav,Bark Flute Violin_or_fiddle 
75e75719.wav,Fart Tearing Squeak 
75fa1a51.wav,Fart Squeak Acoustic_guitar 
75fc4be6.wav,Clarinet Flute Saxophone 
75fdb602.wav,Bass_drum Electric_piano Snare_drum 
76150ff9.wav,Bass_drum Knock Gong 
762fec32.wav,Glockenspiel Acoustic_guitar Electric_piano 
76306f8b.wav,Burping_or_eructation Fart Laughter 
763241e6.wav,Violin_or_fiddle Clarinet Acoustic_guitar 
763efe7a.wav,Meow Glockenspiel Squeak 
7641b87b.wav,Trumpet Chime Knock 
76451aea.wav,Clarinet Saxophone Flute 
764c96e2.wav,Fart Burping_or_eructation Gunshot_or_gunfire 
76631c30.wav,Writing Squeak Gunshot_or_gunfire 
766d0eb4.wav,Shatter Writing Scissors 
766e9862.wav,Flute Clarinet Saxophone 
7678dfd0.wav,Oboe Violin_or_fiddle Clarinet 
767f447b.wav,Trumpet Knock Applause 
7683f8ea.wav,Bass_drum Knock Fireworks 
768af1aa.wav,Flute Oboe Clarinet 
76a824aa.wav,Trumpet Oboe Saxophone 
76ab680e.wav,Trumpet Saxophone Oboe 
76b8cd2a.wav,Knock Bass_drum Microwave_oven 
76b8fc7d.wav,Double_bass Cello Gong 
76bbb226.wav,Finger_snapping Scissors Shatter 
76bfbad2.wav,Violin_or_fiddle Clarinet Flute 
76c3b39d.wav,Harmonica Trumpet Violin_or_fiddle 
76c5e487.wav,Trumpet Harmonica Oboe 
76cb56fe.wav,Snare_drum Trumpet Shatter 
76ce29de.wav,Trumpet Oboe Clarinet 
76ce4ebd.wav,Bass_drum Electric_piano Snare_drum 
76d77da8.wav,Fireworks Meow Squeak 
76e421ee.wav,Snare_drum Hi-hat Tambourine 
76e68d7a.wav,Acoustic_guitar Cello Telephone 
76f467b7.wav,Double_bass Cello Clarinet 
76f91470.wav,Hi-hat Tambourine Gunshot_or_gunfire 
76faf95a.wav,Violin_or_fiddle Harmonica Trumpet 
76fb98f1.wav,Double_bass Bass_drum Gong 
76fbffde.wav,Finger_snapping Hi-hat Cowbell 
77052299.wav,Bass_drum Gong Electric_piano 
7708ebd8.wav,Gong Violin_or_fiddle Saxophone 
7717a15e.wav,Flute Violin_or_fiddle Clarinet 
771e9c38.wav,Acoustic_guitar Glockenspiel Gong 
771ee8d4.wav,Squeak Cough Meow 
77297ed3.wav,Cough Acoustic_guitar Squeak 
772d5545.wav,Cello Violin_or_fiddle Saxophone 
77393d30.wav,Squeak Drawer_open_or_close Microwave_oven 
773fb3df.wav,Fart Squeak Tearing 
774cace9.wav,Flute Clarinet Saxophone 
774e5b23.wav,Trumpet Knock Applause 
77507e47.wav,Snare_drum Hi-hat Gunshot_or_gunfire 
775583cb.wav,Clarinet Cello Saxophone 
7759b661.wav,Oboe Clarinet Flute 
775b0759.wav,Violin_or_fiddle Cowbell Gong 
777841f5.wav,Acoustic_guitar Gong Microwave_oven 
778306c2.wav,Bass_drum Electric_piano Gunshot_or_gunfire 
77849fd9.wav,Violin_or_fiddle Trumpet Harmonica 
778670a2.wav,Computer_keyboard Tearing Finger_snapping 
7787050c.wav,Tearing Shatter Fart 
778958ef.wav,Gong Bus Fireworks 
778a1978.wav,Violin_or_fiddle Harmonica Cello 
77943303.wav,Oboe Meow Flute 
779483df.wav,Acoustic_guitar Glockenspiel Gong 
77a687d3.wav,Bass_drum Electric_piano Gong 
77ba4453.wav,Saxophone Clarinet Acoustic_guitar 
77cdea06.wav,Double_bass Flute Clarinet 
77d2cf62.wav,Hi-hat Glockenspiel Finger_snapping 
77d2dc1b.wav,Bass_drum Electric_piano Snare_drum 
77de6b69.wav,Bass_drum Electric_piano Snare_drum 
77ec81be.wav,Double_bass Cello Gong 
77ee306d.wav,Oboe Saxophone Clarinet 
77f76bbc.wav,Fart Bass_drum Electric_piano 
77fd481a.wav,Tearing Fart Squeak 
7805dff9.wav,Flute Clarinet Saxophone 
7806316e.wav,Scissors Keys_jangling Computer_keyboard 
780dadc3.wav,Double_bass Acoustic_guitar Cello 
781059ae.wav,Bass_drum Snare_drum Electric_piano 
78111e40.wav,Bass_drum Electric_piano Snare_drum 
7811be44.wav,Fart Tearing Bass_drum 
7812533a.wav,Snare_drum Hi-hat Tambourine 
781499f3.wav,Trumpet Oboe Saxophone 
781c8069.wav,Clarinet Saxophone Cello 
781cab99.wav,Drawer_open_or_close Squeak Cough 
781de125.wav,Hi-hat Shatter Fireworks 
7820fdd4.wav,Computer_keyboard Scissors Tearing 
78223153.wav,Hi-hat Gunshot_or_gunfire Shatter 
7829ffa9.wav,Clarinet Flute Chime 
782c346f.wav,Tearing Keys_jangling Scissors 
782d84af.wav,Cello Acoustic_guitar Gong 
782f4030.wav,Glockenspiel Acoustic_guitar Electric_piano 
7833c141.wav,Clarinet Saxophone Flute 
783d2c83.wav,Flute Saxophone Clarinet 
784b5eb7.wav,Acoustic_guitar Double_bass Cello 
78556026.wav,Violin_or_fiddle Flute Cello 
786eb056.wav,Harmonica Violin_or_fiddle Trumpet 
786ebb68.wav,Acoustic_guitar Glockenspiel Clarinet 
787cebba.wav,Acoustic_guitar Glockenspiel Gong 
78803c8c.wav,Bass_drum Snare_drum Knock 
788430c5.wav,Flute Clarinet Saxophone 
78885fa8.wav,Cello Double_bass Saxophone 
788f7e50.wav,Clarinet Saxophone Flute 
789792a4.wav,Electric_piano Gong Bass_drum 
789a0faf.wav,Fireworks Telephone Computer_keyboard 
789c0c18.wav,Clarinet Saxophone Flute 
789f1c2a.wav,Violin_or_fiddle Cello Harmonica 
78a1ecfe.wav,Gong Electric_piano Cello 
78a387d6.wav,Violin_or_fiddle Cello Harmonica 
78aad9dc.wav,Fart Tearing Burping_or_eructation 
78bc8a0a.wav,Acoustic_guitar Saxophone Clarinet 
78c0a3e5.wav,Clarinet Saxophone Flute 
78c53e09.wav,Bark Oboe Trumpet 
78d550c4.wav,Writing Fireworks Scissors 
78e1f798.wav,Finger_snapping Fireworks Cowbell 
78e6d1e7.wav,Oboe Harmonica Saxophone 
78eb9ee8.wav,Bass_drum Double_bass Tambourine 
78f5d84b.wav,Fireworks Bass_drum Knock 
78f64d2b.wav,Fart Tearing Squeak 
78f8dae9.wav,Hi-hat Shatter Cowbell 
78ff61a8.wav,Bass_drum Knock Snare_drum 
7901b500.wav,Flute Saxophone Clarinet 
79059289.wav,Fart Squeak Electric_piano 
790c0a14.wav,Clarinet Saxophone Flute 
79136bcf.wav,Hi-hat Shatter Gunshot_or_gunfire 
7914d30f.wav,Violin_or_fiddle Trumpet Oboe 
7917de94.wav,Fart Burping_or_eructation Laughter 
79196931.wav,Acoustic_guitar Electric_piano Gong 
7921aade.wav,Chime Flute Gong 
7927160c.wav,Glockenspiel Acoustic_guitar Gong 
792b2873.wav,Double_bass Cello Acoustic_guitar 
79346331.wav,Trumpet Oboe Saxophone 
7935b0e2.wav,Cello Double_bass Violin_or_fiddle 
793d76b2.wav,Cello Acoustic_guitar Violin_or_fiddle 
7942ef15.wav,Tearing Fart Fireworks 
7945d2a7.wav,Squeak Oboe Telephone 
79584580.wav,Clarinet Flute Saxophone 
795e11a4.wav,Clarinet Flute Acoustic_guitar 
7961cae0.wav,Cello Violin_or_fiddle Double_bass 
79654d40.wav,Saxophone Oboe Trumpet 
796890cc.wav,Acoustic_guitar Glockenspiel Gong 
797780fa.wav,Clarinet Saxophone Oboe 
79814830.wav,Bass_drum Cello Tambourine 
79841cc8.wav,Bass_drum Knock Cello 
7988444e.wav,Clarinet Flute Saxophone 
79907fe4.wav,Fireworks Bus Tearing 
7990842b.wav,Acoustic_guitar Gong Electric_piano 
7997b2bf.wav,Keys_jangling Scissors Tearing 
799a5d18.wav,Acoustic_guitar Electric_piano Gong 
79a18311.wav,Saxophone Clarinet Oboe 
79a41b44.wav,Clarinet Saxophone Flute 
79aa749f.wav,Cello Gong Acoustic_guitar 
79ae8708.wav,Gong Double_bass Bass_drum 
79b42a4b.wav,Fart Burping_or_eructation Laughter 
79b90729.wav,Acoustic_guitar Clarinet Gong 
79b9d0ac.wav,Violin_or_fiddle Cello Double_bass 
79c42635.wav,Drawer_open_or_close Squeak Cough 
79c9f959.wav,Violin_or_fiddle Clarinet Harmonica 
79cf3157.wav,Gong Harmonica Microwave_oven 
79db77f8.wav,Bass_drum Gong Electric_piano 
79ea9c8d.wav,Double_bass Clarinet Cello 
79f68bc0.wav,Clarinet Flute Saxophone 
7a08f881.wav,Bass_drum Gong Double_bass 
7a135d94.wav,Finger_snapping Snare_drum Shatter 
7a1461f6.wav,Cowbell Violin_or_fiddle Cello 
7a21d4ba.wav,Telephone Clarinet Cello 
7a24dfe2.wav,Microwave_oven Telephone Violin_or_fiddle 
7a2954e4.wav,Acoustic_guitar Violin_or_fiddle Cello 
7a29799f.wav,Bass_drum Electric_piano Snare_drum 
7a384640.wav,Bass_drum Electric_piano Gong 
7a39c609.wav,Clarinet Saxophone Flute 
7a3ddfdd.wav,Acoustic_guitar Fart Writing 
7a3dfe00.wav,Bass_drum Snare_drum Tearing 
7a493aa4.wav,Clarinet Flute Saxophone 
7a52fb48.wav,Laughter Cough Tearing 
7a596406.wav,Hi-hat Gunshot_or_gunfire Gong 
7a5aa493.wav,Saxophone Clarinet Flute 
7a6823fe.wav,Chime Acoustic_guitar Squeak 
7a720227.wav,Trumpet Oboe Saxophone 
7a73f213.wav,Knock Bass_drum Fireworks 
7a774e4f.wav,Clarinet Saxophone Flute 
7a7d547f.wav,Cello Double_bass Trumpet 
7a8b587a.wav,Telephone Squeak Laughter 
7a914c27.wav,Microwave_oven Violin_or_fiddle Telephone 
7a929de6.wav,Tearing Shatter Scissors 
7a94d08a.wav,Oboe Trumpet Harmonica 
7a96fbb4.wav,Saxophone Clarinet Flute 
7a985ef9.wav,Saxophone Double_bass Cello 
7a991ba0.wav,Trumpet Oboe Saxophone 
7aa42206.wav,Fart Tearing Squeak 
7aa58339.wav,Applause Fireworks Laughter 
7ab9f7af.wav,Clarinet Saxophone Flute 
7aba998a.wav,Bass_drum Electric_piano Snare_drum 
7abe967a.wav,Violin_or_fiddle Cowbell Gong 
7ac649fa.wav,Cowbell Gong Acoustic_guitar 
7ac71752.wav,Harmonica Violin_or_fiddle Trumpet 
7ad14962.wav,Squeak Fireworks Drawer_open_or_close 
7af6ef7f.wav,Squeak Hi-hat Shatter 
7af73c7d.wav,Clarinet Flute Saxophone 
7af77bfe.wav,Bass_drum Gong Electric_piano 
7b188557.wav,Clarinet Saxophone Flute 
7b1adebd.wav,Trumpet Knock Tambourine 
7b202f31.wav,Laughter Cough Squeak 
7b2d48f6.wav,Fireworks Gunshot_or_gunfire Bass_drum 
7b2f865c.wav,Squeak Drawer_open_or_close Computer_keyboard 
7b3215eb.wav,Cello Saxophone Clarinet 
7b3376cd.wav,Hi-hat Shatter Fireworks 
7b3c2236.wav,Applause Computer_keyboard Scissors 
7b3d5cce.wav,Acoustic_guitar Laughter Cough 
7b49d63f.wav,Bass_drum Electric_piano Snare_drum 
7b578497.wav,Flute Saxophone Clarinet 
7b5ec964.wav,Cough Laughter Squeak 
7b604493.wav,Clarinet Saxophone Acoustic_guitar 
7b650aeb.wav,Flute Violin_or_fiddle Gong 
7b672f5a.wav,Shatter Hi-hat Scissors 
7b69ef3e.wav,Bus Applause Chime 
7b6e5762.wav,Snare_drum Acoustic_guitar Fireworks 
7b6e969e.wav,Oboe Trumpet Saxophone 
7b72fccc.wav,Acoustic_guitar Snare_drum Gong 
7b78381b.wav,Bass_drum Knock Tearing 
7b7dad57.wav,Flute Gong Double_bass 
7b7dd15e.wav,Hi-hat Gong Gunshot_or_gunfire 
7b851138.wav,Gunshot_or_gunfire Bass_drum Gong 
7b90e704.wav,Telephone Flute Fart 
7b944469.wav,Telephone Cough Saxophone 
7b97e638.wav,Hi-hat Gunshot_or_gunfire Gong 
7bb156d7.wav,Hi-hat Cowbell Shatter 
7bcf5502.wav,Flute Clarinet Saxophone 
7bd7f530.wav,Hi-hat Cowbell Gong 
7be1e9f8.wav,Snare_drum Hi-hat Gunshot_or_gunfire 
7be6ad42.wav,Glockenspiel Acoustic_guitar Gong 
7be73e19.wav,Electric_piano Gong Flute 
7c093e45.wav,Clarinet Gong Saxophone 
7c0964e0.wav,Acoustic_guitar Double_bass Cello 
7c0eb71d.wav,Double_bass Cello Flute 
7c16a535.wav,Bass_drum Electric_piano Gong 
7c19c805.wav,Bass_drum Gong Electric_piano 
7c23d954.wav,Cello Double_bass Gong 
7c28baa1.wav,Flute Clarinet Oboe 
7c2f1d31.wav,Bass_drum Saxophone Telephone 
7c302da7.wav,Finger_snapping Cowbell Shatter 
7c33b335.wav,Squeak Applause Computer_keyboard 
7c352fba.wav,Acoustic_guitar Violin_or_fiddle Cello 
7c376c10.wav,Acoustic_guitar Gong Bus 
7c3c825a.wav,Hi-hat Harmonica Gong 
7c3cbc2e.wav,Clarinet Flute Electric_piano 
7c3e8e98.wav,Bass_drum Snare_drum Electric_piano 
7c42fa6a.wav,Flute Clarinet Oboe 
7c444d1b.wav,Trumpet Oboe Saxophone 
7c463714.wav,Fart Tearing Squeak 
7c485b42.wav,Flute Violin_or_fiddle Cello 
7c56f810.wav,Saxophone Flute Clarinet 
7c5d1455.wav,Shatter Chime Microwave_oven 
7c6999be.wav,Trumpet Knock Applause 
7c6c426f.wav,Violin_or_fiddle Clarinet Cello 
7c720da1.wav,Electric_piano Double_bass Gong 
7c7e7193.wav,Oboe Trumpet Saxophone 
7c7e8e9c.wav,Knock Bass_drum Finger_snapping 
7c81b6bb.wav,Clarinet Flute Electric_piano 
7c82c750.wav,Snare_drum Knock Double_bass 
7c884a13.wav,Snare_drum Acoustic_guitar Gong 
7c91c7b9.wav,Double_bass Cello Gong 
7c9572f1.wav,Trumpet Knock Fireworks 
7c9764de.wav,Double_bass Clarinet Telephone 
7c99b1d0.wav,Hi-hat Cowbell Shatter 
7c9fb8d6.wav,Applause Bus Fireworks 
7ca8497c.wav,Cello Violin_or_fiddle Saxophone 
7ca9fb32.wav,Cello Clarinet Violin_or_fiddle 
7cb103db.wav,Hi-hat Violin_or_fiddle Gong 
7cb65835.wav,Oboe Trumpet Saxophone 
7cc09d5b.wav,Tearing Fart Squeak 
7cc5a52b.wav,Clarinet Acoustic_guitar Saxophone 
7cd190e1.wav,Drawer_open_or_close Fireworks Squeak 
7cd33080.wav,Clarinet Saxophone Flute 
7cd57edd.wav,Hi-hat Cowbell Gong 
7ceefa5e.wav,Bass_drum Gong Electric_piano 
7cf717b3.wav,Saxophone Clarinet Telephone 
7d07898d.wav,Gong Violin_or_fiddle Cello 
7d0a73de.wav,Violin_or_fiddle Cello Clarinet 
7d106d05.wav,Violin_or_fiddle Cello Saxophone 
7d109c79.wav,Clarinet Flute Acoustic_guitar 
7d1b9d99.wav,Squeak Cough Laughter 
7d2930a1.wav,Bass_drum Gong Electric_piano 
7d2d2922.wav,Trumpet Oboe Harmonica 
7d30264e.wav,Harmonica Violin_or_fiddle Squeak 
7d42f618.wav,Gong Electric_piano Bass_drum 
7d436d71.wav,Clarinet Saxophone Flute 
7d559dd9.wav,Clarinet Saxophone Cello 
7d561434.wav,Bass_drum Electric_piano Gong 
